datetime,open,high,low,close,volume
2026-08-26T16:45:00,53470.3,53495.3,53465.3,53485.3,584
2026-08-26T16:50:00,53482.8,53488.8,53439.8,53450.05,796
2026-08-26T16:55:00,53448.3,53480.8,53446.3,53464.8,693
2026-08-26T17:00:00,53468.5,53477.5,53449.5,53456.5,612
2026-08-26T17:05:00,53452.5,53472.0,53447.0,53471.5,437
2026-08-26T17:10:00,53459.3,53465.3,53444.3,53452.05,426
